game_pk,game_date,home_team,away_team,home_runs,away_runs,total_runs,home_lineup_runs,away_lineup_runs,home_win_prob,away_win_prob,home_hitters,away_hitters,predicted_at_utc,start_time_utc
824225,2026-09-13,DET,COL,4.380675126976885,4.479330579770278,8.860005706747163,4.212439639835285,4.307306327728568,0.499789984341409,0.500210015658591,9,9,2026-09-13T04:37:43Z,2026-09-13T16:10:00Z
822682,2026-09-13,WSH,LAA,4.549900979603439,4.618472554213696,9.168373533817135,4.375129909680516,4.441067508845008,0.5022390911302319,0.4977609088697681,9,9,2026-09-13T16:36:24Z,2026-09-13T17:35:00Z
823495,2026-09-13,NYY,NYM,4.965431534375555,4.62992391152049,9.595355445896045,4.774699079805197,4.452078995926593,0.5339023636336113,0.4660976363663887,9,9,2026-09-13T16:36:24Z,2026-09-13T17:35:00Z
824869,2026-09-13,ATL,PHI,4.796879552010141,4.687072058644978,9.483951610655119,4.612621526318058,4.507031964988562,0.5163287008662514,0.4836712991337486,9,9,2026-09-13T16:36:24Z,2026-09-13T17:35:00Z
822764,2026-09-13,TOR,BAL,4.319353411997755,4.441905164520429,8.761258576518184,4.153438149099907,4.271282436338098,0.49777348158799084,0.5022265184120092,9,9,2026-09-13T16:36:24Z,2026-09-13T17:37:00Z
822928,2026-09-13,TB,HOU,4.200258039302421,4.42815175062088,8.6284097899233,4.038917475019366,4.258057319399977,0.48875228798008874,0.5112477120199113,9,9,2026-09-13T16:36:24Z,2026-09-13T17:40:00Z
823815,2026-09-13,MIA,LAD,4.2869713639590445,4.764118095894997,9.05108945985404,4.122299962236944,4.581118505224499,0.46865094318087747,0.5313490568191226,9,9,2026-09-13T16:36:24Z,2026-09-13T17:40:00Z
823658,2026-09-13,MIN,CLE,4.168138448325111,4.281911192936018,8.45004964126113,4.008031663701384,4.117434162807421,0.4984829072113709,0.5015170927886291,9,9,2026-09-13T16:36:24Z,2026-09-13T18:10:00Z
823734,2026-09-13,MIL,CIN,4.567010491892877,4.616339916574967,9.183350408467845,4.39158221035544,4.4390167902114515,0.5038021729225133,0.4961978270774867,9,9,2026-09-13T16:36:24Z,2026-09-13T18:10:00Z
823008,2026-09-13,STL,CWS,4.524315682532028,4.766668129441514,9.290983811973542,4.350527396578143,4.583570586729144,0.4881960959873373,0.5118039040126627,9,9,2026-09-13T16:36:24Z,2026-09-13T18:15:00Z
824628,2026-09-13,CHC,PIT,4.642337384497017,4.344268547476998,8.986605931974015,4.464015641832972,4.1773962428974745,0.5326057960302321,0.46739420396976794,9,9,2026-09-13T16:36:24Z,2026-09-13T18:20:00Z
824708,2026-09-13,BOS,KC,4.136541065030111,4.1472353569031295,8.28377642193324,3.9776480009928297,3.987931503083588,0.5075520771713878,0.49244792282861216,9,9,2026-09-13T16:36:24Z,2026-09-13T19:05:00Z
824952,2026-09-13,ATH,SEA,4.164611954574418,4.9235396170051215,9.08815157157954,4.00464062984062,4.734416317282919,0.44572275343261997,0.55427724656738,9,9,2026-09-13T16:36:24Z,2026-09-13T20:05:00Z
825033,2026-09-13,AZ,TEX,4.652521468715647,4.480706279659113,9.133227748374761,4.473808534396431,4.308593120709743,0.5218904591201715,0.4781095408798285,9,9,2026-09-13T16:36:24Z,2026-09-13T20:10:00Z
823171,2026-09-13,SF,SD,4.043350989086604,4.069464782473774,8.112815771560378,3.888037547848116,3.9131482566339986,0.5062989538307381,0.4937010461692619,9,9,2026-09-13T16:36:24Z,2026-09-13T23:20:00Z
