event_id,home_team,away_team,commence_time,home_win_prob_market,ml_books,ml_hold,total_line,over_prob_market,total_books,game_date,fetched_at_utc
10492fa54f9765a1ae3c65266b20ca1a,Detroit Tigers,Minnesota Twins,2026-09-08T22:41:00Z,0.5500363507751557,9,0.04140786749482395,8.5,0.4954843079701965,9,2026-09-08,2026-09-08T21:56:31Z
13b2a30b2be9fb761113ce7cb8d2ea9d,Boston Red Sox,Los Angeles Angels,2026-09-08T22:46:00Z,0.5697382574399427,9,0.040267227967420105,7.5,0.4978354041300489,9,2026-09-08,2026-09-08T21:56:31Z
24d1608c7ffefab567006f6da92fc5f0,San Diego Padres,Washington Nationals,2026-09-09T01:41:00Z,0.6264811952601752,9,0.04097465034965042,8.0,0.4897420901684435,8,2026-09-08,2026-09-08T21:56:31Z
34562a9fcbcea523c510c1e42991506b,Baltimore Orioles,Cleveland Guardians,2026-09-08T22:36:00Z,0.5240193918025562,9,0.04050405040504046,8.0,0.4826358742837298,8,2026-09-08,2026-09-08T21:56:31Z
73c13ede933eb472cc249b925289fd11,Miami Marlins,New York Mets,2026-09-08T22:41:00Z,0.5108342361863488,9,0.03810580836108013,8.0,0.5108342361863488,8,2026-09-08,2026-09-08T21:56:31Z
7fe872788a9a570ceb3aa6918bbf641d,San Francisco Giants,St. Louis Cardinals,2026-09-09T01:46:00Z,0.5,9,0.03846153846153855,7.5,0.5173641257162701,8,2026-09-08,2026-09-08T21:56:31Z
85c65d8138861fb6a024b339bf4f5ab6,Milwaukee Brewers,Chicago Cubs,2026-09-08T23:41:00Z,0.6451127819548872,9,0.03980099502487566,7.0,0.5191023243387657,5,2026-09-08,2026-09-08T21:56:31Z
9320b01114d200ee9f8d2fb0848e6496,Seattle Mariners,Texas Rangers,2026-09-09T01:41:00Z,0.5463660611724392,9,0.03993929227574089,8.0,0.4913348631982378,8,2026-09-08,2026-09-08T21:56:31Z
9e2f314d867b53d782c83c17368fae5e,Philadelphia Phillies,Houston Astros,2026-09-08T22:41:00Z,0.5545152521896708,9,0.039234149403641005,8.5,0.5183284457478006,9,2026-09-08,2026-09-08T21:56:31Z
a10aaa5c39074d6ea18faef14d18bfb5,New York Yankees,Colorado Rockies,2026-09-08T23:06:00Z,0.7442766682903069,9,0.03901895206243022,7.5,0.5108342361863488,9,2026-09-08,2026-09-08T21:56:31Z
bbab891f2a9defcd506aafce495b42dc,Athletics,Toronto Blue Jays,2026-09-09T01:41:00Z,0.37801686536783946,9,0.039682539682539764,9.0,0.5173641257162701,5,2026-09-08,2026-09-08T21:56:31Z
cd725aa57a2f0e5ac106e101cd15fc1d,Atlanta Braves,Tampa Bay Rays,2026-09-08T23:16:00Z,0.5151837230488916,9,0.041987532086542156,8.5,0.5108342361863488,9,2026-09-08,2026-09-08T21:56:31Z
e28a92e1cd8fe7ce97b34004a0d2063e,Kansas City Royals,Arizona Diamondbacks,2026-09-08T23:40:00Z,0.48147562105834224,9,0.039834215979737575,9.0,0.5108342361863488,6,2026-09-08,2026-09-08T21:56:31Z
f01c292dd868a51b739e2283164a5e94,Los Angeles Dodgers,Cincinnati Reds,2026-09-09T02:11:00Z,0.7335423197492164,9,0.04141446320484232,8.0,0.5,9,2026-09-08,2026-09-08T21:56:31Z
f62b9e0454b38cb2e0509ef206a08138,Chicago White Sox,Pittsburgh Pirates,2026-09-08T23:41:00Z,0.564639233473596,9,0.039924506387921,8.5,0.49018324607329844,5,2026-09-08,2026-09-08T21:56:31Z
